ID,Interval,Transfer,Bitrate,Retr,Cwnd
11,91.00-92.00,954 KBytes,7.83 Mbits/sec,2,25.5 KBytes
13,91.00-92.00,1.25 MBytes,10.5 Mbits/sec,0,43.8 KBytes
9,93.00-94.00,827 KBytes,6.78 Mbits/sec,32,5.66 KBytes
7,94.00-95.00,1.06 MBytes,8.86 Mbits/sec,0,32.5 KBytes
11,94.00-95.00,954 KBytes,7.82 Mbits/sec,0,29.7 KBytes
13,94.00-95.00,1.25 MBytes,10.5 Mbits/sec,0,35.4 KBytes
9,95.00-96.00,827 KBytes,6.78 Mbits/sec,0,48.1 KBytes
7,96.00-97.00,1.06 MBytes,8.86 Mbits/sec,12,17.0 KBytes
11,96.00-97.00,954 KBytes,7.82 Mbits/sec,5,29.7 KBytes
9,97.00-98.00,827 KBytes,6.78 Mbits/sec,0,45.2 KBytes
13,97.00-98.00,1.25 MBytes,10.5 Mbits/sec,0,52.3 KBytes
11,98.00-99.00,954 KBytes,7.82 Mbits/sec,0,50.9 KBytes
7,99.00-100.00,1.06 MBytes,8.86 Mbits/sec,3,32.5 KBytes
9,99.00-100.00,827 KBytes,6.78 Mbits/sec,0,67.9 KBytes
13,99.00-100.00,1.25 MBytes,10.5 Mbits/sec,9,42.4 KBytes
9,100.00-101.00,827 KBytes,6.78 Mbits/sec,10,28.3 KBytes
11,100.00-101.00,954 KBytes,7.82 Mbits/sec,9,29.7 KBytes
9,101.00-102.00,827 KBytes,6.78 Mbits/sec,0,32.5 KBytes
7,103.00-104.00,1.06 MBytes,8.86 Mbits/sec,1,28.3 KBytes
9,103.00-104.00,827 KBytes,6.78 Mbits/sec,0,31.1 KBytes
11,103.00-104.00,954 KBytes,7.82 Mbits/sec,0,24.0 KBytes
13,103.00-104.00,1.25 MBytes,10.5 Mbits/sec,0,32.5 KBytes
9,105.00-106.00,827 KBytes,6.78 Mbits/sec,0,46.7 KBytes
11,106.00-107.00,954 KBytes,7.82 Mbits/sec,11,22.6 KBytes
7,107.00-108.00,1.06 MBytes,8.86 Mbits/sec,12,11.3 KBytes
9,107.00-108.00,827 KBytes,6.78 Mbits/sec,4,12.7 KBytes
13,107.00-108.00,1.25 MBytes,10.5 Mbits/sec,6,17.0 KBytes
11,108.00-109.00,954 KBytes,7.82 Mbits/sec,0,31.1 KBytes
9,109.00-110.00,827 KBytes,6.78 Mbits/sec,2,21.2 KBytes
13,109.00-110.00,1.25 MBytes,10.5 Mbits/sec,4,21.2 KBytes
7,110.00-111.00,1.06 MBytes,8.86 Mbits/sec,5,28.3 KBytes
9,111.00-112.00,827 KBytes,6.78 Mbits/sec,4,22.6 KBytes
11,111.00-112.00,954 KBytes,7.82 Mbits/sec,10,11.3 KBytes
7,113.00-114.00,1.06 MBytes,8.87 Mbits/sec,3,19.8 KBytes
9,113.00-114.00,827 KBytes,6.78 Mbits/sec,12,15.6 KBytes
13,113.00-114.00,1.25 MBytes,10.5 Mbits/sec,3,19.8 KBytes
11,114.00-115.00,954 KBytes,7.82 Mbits/sec,13,25.5 KBytes
7,115.00-116.00,1.06 MBytes,8.87 Mbits/sec,3,19.8 KBytes
9,115.00-116.00,827 KBytes,6.78 Mbits/sec,3,19.8 KBytes
11,116.00-117.00,954 KBytes,7.82 Mbits/sec,0,39.6 KBytes
13,116.00-117.00,1.25 MBytes,10.5 Mbits/sec,8,19.8 KBytes
9,117.00-118.00,827 KBytes,6.78 Mbits/sec,13,12.7 KBytes
7,118.00-119.00,1.06 MBytes,8.86 Mbits/sec,0,35.4 KBytes
11,118.00-119.00,954 KBytes,7.82 Mbits/sec,0,60.8 KBytes
7,120.00-121.00,1.06 MBytes,8.86 Mbits/sec,0,52.3 KBytes
11,120.00-121.00,954 KBytes,7.82 Mbits/sec,0,26.9 KBytes
9,121.00-122.00,827 KBytes,6.77 Mbits/sec,0,39.6 KBytes
13,121.00-122.00,1.25 MBytes,10.5 Mbits/sec,0,35.4 KBytes
7,122.00-123.00,1.06 MBytes,8.86 Mbits/sec,33,25.5 KBytes
9,123.00-124.00,827 KBytes,6.78 Mbits/sec,0,31.1 KBytes
11,123.00-124.00,954 KBytes,7.82 Mbits/sec,0,31.1 KBytes
7,124.00-125.00,1.06 MBytes,8.85 Mbits/sec,17,28.3 KBytes
13,124.00-125.00,1.25 MBytes,10.5 Mbits/sec,30,12.7 KBytes
7,126.00-127.00,1.06 MBytes,8.86 Mbits/sec,18,24.0 KBytes
9,126.00-127.00,827 KBytes,6.78 Mbits/sec,12,22.6 KBytes
11,126.00-127.00,954 KBytes,7.82 Mbits/sec,20,18.4 KBytes
13,127.00-128.00,1.25 MBytes,10.5 Mbits/sec,14,21.2 KBytes
9,128.00-129.00,827 KBytes,6.78 Mbits/sec,12,35.4 KBytes
7,129.00-130.00,1.06 MBytes,8.87 Mbits/sec,0,45.2 KBytes
11,129.00-130.00,954 KBytes,7.82 Mbits/sec,0,35.4 KBytes
9,130.00-131.00,827 KBytes,6.78 Mbits/sec,13,15.6 KBytes
13,130.00-131.00,1.25 MBytes,10.5 Mbits/sec,11,18.4 KBytes
7,132.00-133.00,1.06 MBytes,8.87 Mbits/sec,12,17.0 KBytes
9,132.00-133.00,827 KBytes,6.78 Mbits/sec,4,21.2 KBytes
11,133.00-134.00,954 KBytes,7.82 Mbits/sec,5,14.1 KBytes
13,133.00-134.00,1.25 MBytes,10.5 Mbits/sec,0,28.3 KBytes
7,135.00-136.00,1.06 MBytes,8.86 Mbits/sec,9,25.5 KBytes
9,135.00-136.00,827 KBytes,6.78 Mbits/sec,8,24.0 KBytes
11,136.00-137.00,954 KBytes,7.81 Mbits/sec,10,18.4 KBytes
13,136.00-137.00,1.25 MBytes,10.5 Mbits/sec,6,22.6 KBytes
7,137.00-138.00,1.06 MBytes,8.87 Mbits/sec,2,25.5 KBytes
9,137.00-138.00,827 KBytes,6.78 Mbits/sec,2,14.1 KBytes
11,138.00-139.00,954 KBytes,7.82 Mbits/sec,0,39.6 KBytes
13,138.00-139.00,1.25 MBytes,10.5 Mbits/sec,0,36.8 KBytes
7,140.00-141.00,1.06 MBytes,8.86 Mbits/sec,0,28.3 KBytes
9,140.00-141.00,827 KBytes,6.77 Mbits/sec,0,35.4 KBytes
11,141.00-142.00,954 KBytes,7.82 Mbits/sec,3,15.6 KBytes
13,141.00-142.00,1.25 MBytes,10.5 Mbits/sec,6,21.2 KBytes
7,142.00-143.00,1.06 MBytes,8.86 Mbits/sec,4,36.8 KBytes
9,142.00-143.00,827 KBytes,6.78 Mbits/sec,8,26.9 KBytes
11,143.00-144.00,954 KBytes,7.82 Mbits/sec,9,28.3 KBytes
13,144.00-145.00,1.25 MBytes,10.5 Mbits/sec,5,22.6 KBytes
7,145.00-146.00,1.06 MBytes,8.87 Mbits/sec,6,24.0 KBytes
9,145.00-146.00,827 KBytes,6.78 Mbits/sec,4,21.2 KBytes
11,145.00-146.00,954 KBytes,7.82 Mbits/sec,8,18.4 KBytes
13,146.00-147.00,1.25 MBytes,10.5 Mbits/sec,23,14.1 KBytes
7,147.00-148.00,1.06 MBytes,8.86 Mbits/sec,3,28.3 KBytes
9,147.00-148.00,827 KBytes,6.78 Mbits/sec,10,18.4 KBytes
11,147.00-148.00,954 KBytes,7.82 Mbits/sec,13,5.66 KBytes
9,148.00-149.00,827 KBytes,6.77 Mbits/sec,22,11.3 KBytes
9,149.00-150.00,827 KBytes,6.78 Mbits/sec,0,28.3 KBytes
13,149.00-150.00,1.25 MBytes,10.5 Mbits/sec,0,25.5 KBytes
7,150.00-151.00,1.06 MBytes,8.86 Mbits/sec,14,24.0 KBytes
11,150.00-151.00,954 KBytes,7.82 Mbits/sec,7,25.5 KBytes
9,151.00-152.00,827 KBytes,6.78 Mbits/sec,6,19.8 KBytes
13,152.00-153.00,1.25 MBytes,10.5 Mbits/sec,0,41.0 KBytes
7,153.00-154.00,1.06 MBytes,8.86 Mbits/sec,4,25.5 KBytes
11,153.00-154.00,954 KBytes,7.81 Mbits/sec,0,48.1 KBytes
9,154.00-155.00,827 KBytes,6.78 Mbits/sec,0,22.6 KBytes
11,154.00-155.00,954 KBytes,7.83 Mbits/sec,0,52.3 KBytes
13,154.00-155.00,1.25 MBytes,10.5 Mbits/sec,0,69.3 KBytes
7,155.00-156.00,1.06 MBytes,8.86 Mbits/sec,9,18.4 KBytes
11,156.00-157.00,954 KBytes,7.81 Mbits/sec,21,32.5 KBytes
13,156.00-157.00,1.25 MBytes,10.5 Mbits/sec,5,43.8 KBytes
9,157.00-158.00,827 KBytes,6.78 Mbits/sec,0,43.8 KBytes
11,158.00-159.00,954 KBytes,7.83 Mbits/sec,17,5.66 KBytes
13,158.00-159.00,1.25 MBytes,10.5 Mbits/sec,25,12.7 KBytes
7,159.00-160.00,1.06 MBytes,8.86 Mbits/sec,0,33.9 KBytes
9,159.00-160.00,827 KBytes,6.77 Mbits/sec,0,32.5 KBytes
7,161.00-162.00,1.06 MBytes,8.87 Mbits/sec,0,33.9 KBytes
9,161.00-162.00,827 KBytes,6.78 Mbits/sec,0,31.1 KBytes
11,161.00-162.00,954 KBytes,7.83 Mbits/sec,0,31.1 KBytes
13,162.00-163.00,1.25 MBytes,10.5 Mbits/sec,0,41.0 KBytes
9,163.00-164.00,827 KBytes,6.78 Mbits/sec,15,21.2 KBytes
7,164.00-165.00,1.06 MBytes,8.86 Mbits/sec,12,22.6 KBytes
11,164.00-165.00,954 KBytes,7.82 Mbits/sec,7,21.2 KBytes
7,166.00-167.00,1.06 MBytes,8.87 Mbits/sec,2,26.9 KBytes
9,166.00-167.00,827 KBytes,6.78 Mbits/sec,9,11.3 KBytes
11,166.00-167.00,954 KBytes,7.83 Mbits/sec,0,48.1 KBytes
13,166.00-167.00,1.25 MBytes,10.5 Mbits/sec,0,43.8 KBytes
9,168.00-169.00,827 KBytes,6.78 Mbits/sec,0,41.0 KBytes
11,168.00-169.00,954 KBytes,7.82 Mbits/sec,0,42.4 KBytes
13,169.00-170.00,1.25 MBytes,10.5 Mbits/sec,0,49.5 KBytes
7,170.00-171.00,1.06 MBytes,8.86 Mbits/sec,12,5.66 KBytes
11,170.00-171.00,1018 KBytes,8.34 Mbits/sec,5,5.66 KBytes
9,171.00-172.00,827 KBytes,6.77 Mbits/sec,9,15.6 KBytes
13,171.00-172.00,1.25 MBytes,10.5 Mbits/sec,16,15.6 KBytes
7,173.00-174.00,1.06 MBytes,8.87 Mbits/sec,11,25.5 KBytes
9,173.00-174.00,827 KBytes,6.79 Mbits/sec,3,12.7 KBytes
11,173.00-174.00,954 KBytes,7.83 Mbits/sec,6,14.1 KBytes
13,174.00-175.00,1.25 MBytes,10.5 Mbits/sec,0,42.4 KBytes
7,175.00-176.00,1.06 MBytes,8.87 Mbits/sec,0,46.7 KBytes
9,175.00-176.00,827 KBytes,6.78 Mbits/sec,0,32.5 KBytes
7,177.00-178.00,1.06 MBytes,8.86 Mbits/sec,13,28.3 KBytes
11,177.00-178.00,954 KBytes,7.82 Mbits/sec,6,29.7 KBytes
13,177.00-178.00,1.25 MBytes,10.5 Mbits/sec,5,29.7 KBytes
9,178.00-179.00,827 KBytes,6.78 Mbits/sec,0,29.7 KBytes
11,179.00-180.00,954 KBytes,7.82 Mbits/sec,0,43.8 KBytes
9,180.00-181.00,827 KBytes,6.78 Mbits/sec,0,46.7 KBytes
7,181.00-182.00,1.06 MBytes,8.86 Mbits/sec,0,38.2 KBytes
11,181.00-182.00,954 KBytes,7.82 Mbits/sec,0,60.8 KBytes
13,181.00-182.00,1.25 MBytes,10.5 Mbits/sec,0,41.0 KBytes
9,182.00-183.00,827 KBytes,6.78 Mbits/sec,3,29.7 KBytes
11,183.00-184.00,1018 KBytes,8.34 Mbits/sec,4,22.6 KBytes
7,184.00-185.00,1.06 MBytes,8.86 Mbits/sec,0,41.0 KBytes
9,184.00-185.00,827 KBytes,6.78 Mbits/sec,0,39.6 KBytes
7,186.00-187.00,1.06 MBytes,8.87 Mbits/sec,22,12.7 KBytes
9,186.00-187.00,827 KBytes,6.78 Mbits/sec,6,18.4 KBytes
11,186.00-187.00,1018 KBytes,8.35 Mbits/sec,12,18.4 KBytes
13,186.00-187.00,1.25 MBytes,10.5 Mbits/sec,9,26.9 KBytes
9,189.00-190.00,827 KBytes,6.78 Mbits/sec,25,15.6 KBytes
11,189.00-190.00,954 KBytes,7.82 Mbits/sec,7,9.90 KBytes
13,189.00-190.00,1.25 MBytes,10.5 Mbits/sec,10,18.4 KBytes
7,190.00-191.00,1.06 MBytes,8.86 Mbits/sec,8,12.7 KBytes
9,191.00-192.00,827 KBytes,6.78 Mbits/sec,0,31.1 KBytes
11,192.00-193.00,954 KBytes,7.82 Mbits/sec,0,42.4 KBytes
13,192.00-193.00,1.25 MBytes,10.5 Mbits/sec,0,24.0 KBytes
7,193.00-194.00,1.06 MBytes,8.86 Mbits/sec,8,17.0 KBytes
9,193.00-194.00,827 KBytes,6.78 Mbits/sec,8,19.8 KBytes
9,195.00-196.00,827 KBytes,6.78 Mbits/sec,5,26.9 KBytes
11,195.00-196.00,954 KBytes,7.82 Mbits/sec,6,14.1 KBytes
13,196.00-197.00,1.25 MBytes,10.5 Mbits/sec,0,33.9 KBytes
7,197.00-198.00,1.06 MBytes,8.86 Mbits/sec,0,39.6 KBytes
7,198.00-199.00,1.06 MBytes,8.86 Mbits/sec,0,52.3 KBytes
9,198.00-199.00,827 KBytes,6.78 Mbits/sec,7,19.8 KBytes
11,198.00-199.00,954 KBytes,7.82 Mbits/sec,0,38.2 KBytes
11,199.00-200.00,954 KBytes,7.82 Mbits/sec,0,45.2 KBytes
7,200.00-201.00,1.06 MBytes,8.86 Mbits/sec,0,42.4 KBytes
9,200.00-201.00,827 KBytes,6.78 Mbits/sec,0,45.2 KBytes
13,200.00-201.00,1.25 MBytes,10.5 Mbits/sec,0,39.6 KBytes
11,201.00-202.00,954 KBytes,7.82 Mbits/sec,10,25.5 KBytes
9,202.00-203.00,827 KBytes,6.78 Mbits/sec,2,19.8 KBytes
13,202.00-203.00,1.25 MBytes,10.5 Mbits/sec,0,49.5 KBytes
7,203.00-204.00,1.06 MBytes,8.86 Mbits/sec,0,28.3 KBytes
11,204.00-205.00,1018 KBytes,8.34 Mbits/sec,0,29.7 KBytes
