ID,Interval,Transfer,Bitrate,Retr,Cwnd
7,40.00-41.00,509 KBytes,4.17 Mbits/sec,0,9.90 KBytes
9,40.00-41.00,191 KBytes,1.56 Mbits/sec,0,7.07 KBytes
11,40.00-41.00,382 KBytes,3.13 Mbits/sec,0,12.7 KBytes
13,40.00-41.00,318 KBytes,2.61 Mbits/sec,0,8.48 KBytes
7,41.00-42.00,255 KBytes,2.09 Mbits/sec,4,15.6 KBytes
9,41.00-42.00,382 KBytes,3.13 Mbits/sec,0,19.8 KBytes
11,41.00-42.00,382 KBytes,3.13 Mbits/sec,0,15.6 KBytes
13,41.00-42.00,382 KBytes,3.13 Mbits/sec,0,19.8 KBytes
7,42.00-43.00,382 KBytes,3.13 Mbits/sec,2,17.0 KBytes
9,42.00-43.00,509 KBytes,4.17 Mbits/sec,1,21.2 KBytes
11,42.00-43.00,255 KBytes,2.09 Mbits/sec,11,14.1 KBytes
13,42.00-43.00,318 KBytes,2.61 Mbits/sec,10,15.6 KBytes
7,43.00-44.00,255 KBytes,2.08 Mbits/sec,0,4.24 KBytes
9,43.00-44.00,191 KBytes,1.56 Mbits/sec,4,4.24 KBytes
11,43.00-44.00,255 KBytes,2.08 Mbits/sec,0,4.24 KBytes
13,43.00-44.00,255 KBytes,2.08 Mbits/sec,3,5.66 KBytes
7,44.00-45.00,255 KBytes,2.09 Mbits/sec,7,15.6 KBytes
9,44.00-45.00,382 KBytes,3.13 Mbits/sec,0,19.8 KBytes
11,44.00-45.00,255 KBytes,2.09 Mbits/sec,0,11.3 KBytes
13,44.00-45.00,382 KBytes,3.13 Mbits/sec,0,14.1 KBytes
7,45.00-46.00,382 KBytes,3.13 Mbits/sec,0,11.3 KBytes
9,45.00-46.00,509 KBytes,4.17 Mbits/sec,0,8.48 KBytes
11,45.00-46.00,255 KBytes,2.09 Mbits/sec,3,5.66 KBytes
13,45.00-46.00,255 KBytes,2.09 Mbits/sec,0,11.3 KBytes
7,46.00-47.00,255 KBytes,2.09 Mbits/sec,0,11.3 KBytes
11,46.00-47.00,127 KBytes,1.04 Mbits/sec,1,9.90 KBytes
13,46.00-47.00,255 KBytes,2.09 Mbits/sec,0,9.90 KBytes
7,47.00-48.00,255 KBytes,2.08 Mbits/sec,0,14.1 KBytes
9,47.00-48.00,255 KBytes,2.08 Mbits/sec,2,14.1 KBytes
11,47.00-48.00,255 KBytes,2.08 Mbits/sec,1,7.07 KBytes
13,47.00-48.00,255 KBytes,2.08 Mbits/sec,0,18.4 KBytes
7,48.00-49.00,255 KBytes,2.09 Mbits/sec,6,9.90 KBytes
9,48.00-49.00,382 KBytes,3.13 Mbits/sec,12,14.1 KBytes
11,48.00-49.00,127 KBytes,1.04 Mbits/sec,7,7.07 KBytes
13,48.00-49.00,509 KBytes,4.17 Mbits/sec,7,15.6 KBytes
7,49.00-50.00,255 KBytes,2.09 Mbits/sec,0,9.90 KBytes
9,49.00-50.00,255 KBytes,2.09 Mbits/sec,0,17.0 KBytes
11,49.00-50.00,255 KBytes,2.09 Mbits/sec,1,9.90 KBytes
13,49.00-50.00,127 KBytes,1.04 Mbits/sec,0,15.6 KBytes
7,50.00-51.00,127 KBytes,1.04 Mbits/sec,2,11.3 KBytes
9,50.00-51.00,445 KBytes,3.65 Mbits/sec,0,14.1 KBytes
11,50.00-51.00,255 KBytes,2.09 Mbits/sec,0,11.3 KBytes
13,50.00-51.00,255 KBytes,2.09 Mbits/sec,3,11.3 KBytes
7,51.00-52.00,255 KBytes,2.09 Mbits/sec,0,11.3 KBytes
9,51.00-52.00,255 KBytes,2.09 Mbits/sec,0,14.1 KBytes
11,51.00-52.00,255 KBytes,2.09 Mbits/sec,0,12.7 KBytes
13,51.00-52.00,382 KBytes,3.13 Mbits/sec,0,12.7 KBytes
7,52.00-53.00,382 KBytes,3.13 Mbits/sec,0,8.48 KBytes
9,52.00-53.00,191 KBytes,1.56 Mbits/sec,0,15.6 KBytes
11,52.00-53.00,127 KBytes,1.04 Mbits/sec,0,7.07 KBytes
13,52.00-53.00,127 KBytes,1.04 Mbits/sec,0,8.48 KBytes
7,53.00-54.00,127 KBytes,1.04 Mbits/sec,0,8.48 KBytes
9,53.00-54.00,445 KBytes,3.65 Mbits/sec,0,11.3 KBytes
11,53.00-54.00,127 KBytes,1.04 Mbits/sec,0,7.07 KBytes
13,53.00-54.00,255 KBytes,2.09 Mbits/sec,0,5.66 KBytes
7,54.00-55.00,382 KBytes,3.13 Mbits/sec,0,7.07 KBytes
9,54.00-55.00,445 KBytes,3.65 Mbits/sec,0,5.66 KBytes
11,54.00-55.00,382 KBytes,3.13 Mbits/sec,0,5.66 KBytes
13,54.00-55.00,127 KBytes,1.04 Mbits/sec,0,8.48 KBytes
7,55.00-56.00,255 KBytes,2.08 Mbits/sec,0,15.6 KBytes
11,55.00-56.00,127 KBytes,1.04 Mbits/sec,0,17.0 KBytes
13,55.00-56.00,255 KBytes,2.08 Mbits/sec,0,11.3 KBytes
7,56.00-57.00,255 KBytes,2.09 Mbits/sec,0,9.90 KBytes
9,56.00-57.00,382 KBytes,3.13 Mbits/sec,0,14.1 KBytes
11,56.00-57.00,382 KBytes,3.13 Mbits/sec,1,11.3 KBytes
13,56.00-57.00,382 KBytes,3.13 Mbits/sec,0,14.1 KBytes
7,57.00-58.00,255 KBytes,2.08 Mbits/sec,0,9.90 KBytes
9,57.00-58.00,255 KBytes,2.08 Mbits/sec,0,11.3 KBytes
11,57.00-58.00,382 KBytes,3.13 Mbits/sec,0,15.6 KBytes
13,57.00-58.00,382 KBytes,3.13 Mbits/sec,0,14.1 KBytes
7,58.00-59.00,382 KBytes,3.13 Mbits/sec,0,25.5 KBytes
9,58.00-59.00,509 KBytes,4.17 Mbits/sec,0,17.0 KBytes
11,58.00-59.00,382 KBytes,3.13 Mbits/sec,0,18.4 KBytes
13,58.00-59.00,382 KBytes,3.13 Mbits/sec,0,26.9 KBytes
7,59.00-60.00,255 KBytes,2.09 Mbits/sec,0,19.8 KBytes
9,59.00-60.00,191 KBytes,1.56 Mbits/sec,0,11.3 KBytes
11,59.00-60.00,255 KBytes,2.09 Mbits/sec,0,15.6 KBytes
13,59.00-60.00,445 KBytes,3.65 Mbits/sec,0,26.9 KBytes
7,60.00-61.00,382 KBytes,3.13 Mbits/sec,0,22.6 KBytes
9,60.00-61.00,191 KBytes,1.56 Mbits/sec,0,22.6 KBytes
11,60.00-61.00,255 KBytes,2.08 Mbits/sec,0,19.8 KBytes
13,60.00-61.00,445 KBytes,3.65 Mbits/sec,0,26.9 KBytes
7,61.00-62.00,382 KBytes,3.13 Mbits/sec,0,22.6 KBytes
9,61.00-62.00,445 KBytes,3.65 Mbits/sec,0,35.4 KBytes
11,61.00-62.00,382 KBytes,3.13 Mbits/sec,0,32.5 KBytes
13,61.00-62.00,318 KBytes,2.61 Mbits/sec,0,28.3 KBytes
7,62.00-63.00,382 KBytes,3.13 Mbits/sec,0,9.90 KBytes
9,62.00-63.00,509 KBytes,4.17 Mbits/sec,0,9.90 KBytes
11,62.00-63.00,382 KBytes,3.13 Mbits/sec,0,9.90 KBytes
13,62.00-63.00,382 KBytes,3.13 Mbits/sec,0,5.66 KBytes
7,63.00-64.00,382 KBytes,3.13 Mbits/sec,0,11.3 KBytes
9,63.00-64.00,382 KBytes,3.13 Mbits/sec,0,5.66 KBytes
11,63.00-64.00,255 KBytes,2.09 Mbits/sec,0,8.48 KBytes
13,63.00-64.00,382 KBytes,3.13 Mbits/sec,0,7.07 KBytes
7,64.00-65.00,255 KBytes,2.08 Mbits/sec,0,8.48 KBytes
11,64.00-65.00,255 KBytes,2.08 Mbits/sec,0,11.3 KBytes
13,64.00-65.00,255 KBytes,2.09 Mbits/sec,0,5.66 KBytes
7,65.00-66.00,255 KBytes,2.09 Mbits/sec,0,17.0 KBytes
9,65.00-66.00,255 KBytes,2.09 Mbits/sec,0,18.4 KBytes
11,65.00-66.00,255 KBytes,2.09 Mbits/sec,0,17.0 KBytes
13,65.00-66.00,255 KBytes,2.09 Mbits/sec,0,12.7 KBytes
7,66.00-67.00,255 KBytes,2.09 Mbits/sec,0,8.48 KBytes
9,66.00-67.00,255 KBytes,2.09 Mbits/sec,0,11.3 KBytes
11,66.00-67.00,255 KBytes,2.09 Mbits/sec,0,8.48 KBytes
13,66.00-67.00,127 KBytes,1.04 Mbits/sec,0,5.66 KBytes
7,67.00-68.00,127 KBytes,1.04 Mbits/sec,0,12.7 KBytes
9,67.00-68.00,191 KBytes,1.56 Mbits/sec,0,12.7 KBytes
